borough_y,sale_price,yearbuilt,lotarea,bldgarea,resarea,comarea,unitsres,unitstotal,numfloors,latitude,longitude,landuse,bldgclass,building_age
MN,280000,1900.0,2404.0,6875.0,6875.0,0.0,18.0,18.0,5.0,40.7244153,-73.9838913,2.0,C6,125.0
MN,2000000,1900.0,1919.0,7810.0,6810.0,1000.0,8.0,10.0,5.0,40.7249749,-73.9815353,2.0,C4,125.0
MN,3400000,1920.0,2150.0,6152.0,5352.0,800.0,8.0,9.0,5.0,40.7253457,-73.9831118,4.0,C7,105.0
MN,4000000,1855.0,2369.0,6990.0,6990.0,0.0,10.0,10.0,5.0,40.7273984,-73.9806001,2.0,C4,170.0
MN,655000,1920.0,5298.0,17990.0,17990.0,0.0,20.0,20.0,5.0,40.7206214,-73.9795343,2.0,C6,105.0
SI,470000,1944.0,3132.0,2440.0,440.0,2000.0,1.0,2.0,2.0,40.6131374,-74.1258779,4.0,K4,81.0
SI,474000,1944.0,3132.0,2440.0,440.0,2000.0,1.0,2.0,2.0,40.6131374,-74.1258779,4.0,K4,81.0
BK,1050000,1899.0,1400.0,2700.0,2700.0,0.0,3.0,3.0,3.0,40.6780766,-73.9999603,2.0,C0,126.0
MN,330000,1902.0,3082.0,17556.0,17556.0,0.0,19.0,19.0,6.0,40.7226247,-73.9777875,2.0,C6,123.0
MN,425000,1900.0,3772.0,15086.0,14086.0,1000.0,22.0,24.0,6.0,40.7237366,-73.9787829,2.0,C6,125.0
MN,375000,1900.0,3772.0,15086.0,14086.0,1000.0,22.0,24.0,6.0,40.7237366,-73.9787829,2.0,C6,125.0
MN,2337500,1908.0,2065.0,5922.0,5922.0,0.0,5.0,5.0,3.0,40.7235992,-73.9782815,2.0,C6,117.0
MN,154196,1920.0,2772.0,13248.0,13248.0,0.0,19.0,19.0,6.0,40.7230912,-73.9770767,2.0,C6,105.0
MN,1164000,2001.0,4825.0,9664.0,9664.0,0.0,13.0,13.0,6.0,40.7239038,-73.9778737,2.0,C6,24.0
MN,449000,1900.0,2381.0,7986.0,7986.0,0.0,17.0,17.0,6.0,40.7240521,-73.9782236,2.0,C6,125.0
MN,3100000,1920.0,3276.0,16747.0,15747.0,1000.0,16.0,18.0,6.0,40.7231713,-73.9798654,2.0,C6,105.0
MN,275000,1930.0,2272.0,10698.0,10698.0,0.0,14.0,14.0,6.0,40.7245136,-73.9804458,2.0,C6,95.0
MN,395000,1900.0,2271.0,10800.0,10800.0,0.0,21.0,23.0,6.0,40.7244148,-73.9802078,2.0,C6,125.0
MN,650000,1900.0,2272.0,10800.0,10100.0,700.0,19.0,20.0,6.0,40.7243818,-73.9801284,2.0,C6,125.0
MN,915000,1950.0,2271.0,8720.0,8720.0,0.0,12.0,12.0,5.0,40.7240825,-73.9794178,2.0,C6,75.0
MN,425000,1950.0,2271.0,8720.0,8720.0,0.0,12.0,12.0,5.0,40.7240825,-73.9794178,2.0,C6,75.0
SI,685000,1950.0,3498.0,928.0,928.0,0.0,1.0,1.0,1.0,40.6239577,-74.1329265,1.0,A2,75.0
SI,575000,1920.0,3000.0,1296.0,1296.0,0.0,1.0,1.0,2.0,40.623652,-74.1338733,1.0,A1,105.0
MN,216635,1900.0,3900.0,18099.0,18099.0,0.0,29.0,29.0,6.0,40.7247194,-73.9798108,2.0,C6,125.0
BK,565000,1931.0,2000.0,1900.0,0.0,1900.0,0.0,1.0,1.0,40.6859401,-73.9919737,5.0,K1,94.0
BK,535000,1931.0,2000.0,1900.0,0.0,1900.0,0.0,1.0,1.0,40.6859401,-73.9919737,5.0,K1,94.0
MN,567420,1910.0,9750.0,33000.0,29000.0,4000.0,32.0,38.0,5.0,40.725669,-73.9795471,2.0,C6,115.0
MN,603000,1910.0,9750.0,33000.0,29000.0,4000.0,32.0,38.0,5.0,40.725669,-73.9795471,2.0,C6,115.0
BK,825000,1899.0,2000.0,2425.0,2425.0,0.0,3.0,3.0,3.0,40.6850094,-73.9895833,2.0,C0,126.0
BK,510000,1899.0,2000.0,2425.0,2425.0,0.0,3.0,3.0,3.0,40.6850094,-73.9895833,2.0,C0,126.0
BK,880000,1974.0,10000.0,20000.0,0.0,20000.0,0.0,3.0,3.0,40.6852565,-73.9902215,8.0,W9,51.0
SI,437500,1975.0,3680.0,1932.0,1104.0,0.0,1.0,1.0,1.0,40.6228062,-74.1387887,1.0,A1,50.0
BK,500000,1900.0,2000.0,2800.0,2800.0,0.0,4.0,4.0,3.0,40.6858688,-73.9930446,2.0,C3,125.0
BK,560000,1900.0,2000.0,2800.0,2800.0,0.0,4.0,4.0,3.0,40.6858688,-73.9930446,2.0,C3,125.0
BK,399000,1900.0,2000.0,2800.0,2800.0,0.0,4.0,4.0,3.0,40.6858688,-73.9930446,2.0,C3,125.0
BK,390000,1900.0,2000.0,2800.0,2800.0,0.0,4.0,4.0,3.0,40.6858688,-73.9930446,2.0,C3,125.0
MN,340000,1900.0,3584.0,12330.0,11130.0,1200.0,20.0,22.0,5.0,40.7226095,-73.9854502,2.0,C6,125.0
MN,515000,1915.0,2940.0,13524.0,13524.0,0.0,23.0,23.0,6.0,40.7221592,-73.9843825,2.0,C6,110.0
MN,431000,1950.0,6784.0,11611.0,11611.0,0.0,24.0,24.0,4.0,40.7229361,-73.9850136,2.0,C6,75.0
MN,950000,1929.0,1891.0,5982.0,5182.0,800.0,6.0,7.0,5.0,40.7237126,-73.9829787,2.0,C6,96.0
MN,595000,1937.0,2900.0,12948.0,12948.0,0.0,21.0,21.0,6.0,40.7237482,-73.9830581,2.0,C6,88.0
MN,1200000,1900.0,2271.0,8682.0,8682.0,0.0,6.0,6.0,5.0,40.7249805,-73.9822424,2.0,C6,125.0
SI,700000,1925.0,3570.0,2184.0,2184.0,0.0,2.0,2.0,2.5,40.6189052,-74.1347499,1.0,B2,100.0
SI,725000,1925.0,3570.0,2184.0,2184.0,0.0,2.0,2.0,2.5,40.6189052,-74.1347499,1.0,B2,100.0
MN,315000,1900.0,2370.0,10674.0,10674.0,0.0,13.0,13.0,6.0,40.7278651,-73.9809824,2.0,C6,125.0
MN,505000,1900.0,2581.0,8750.0,8750.0,0.0,13.0,13.0,5.0,40.7290809,-73.9807187,2.0,C6,125.0
MN,895000,1940.0,3756.0,16550.0,16550.0,0.0,20.0,20.0,5.0,40.7222794,-73.9805259,3.0,D0,85.0
MN,3550000,1910.0,2002.0,6970.0,1690.0,5280.0,0.0,5.0,4.0,40.7234978,-73.9787325,5.0,O5,115.0
MN,5000000,1951.0,2308.0,4224.0,0.0,4224.0,0.0,1.0,2.0,40.7230456,-73.9832855,5.0,J7,74.0
QN,2950000,1915.0,1665.0,1202.0,1202.0,0.0,2.0,2.0,2.0,40.7551064,-73.9349507,1.0,B9,110.0
MN,8000000,1857.0,1510.0,3072.0,2304.0,0.0,1.0,1.0,3.0,40.7438329,-74.0013786,1.0,A9,168.0
MN,7650000,1910.0,1478.0,3365.0,2475.0,0.0,1.0,1.0,3.0,40.7428392,-73.9971094,1.0,A4,115.0
MN,4999999,1901.0,2000.0,4875.0,4875.0,0.0,2.0,2.0,3.0,40.7449142,-74.0046988,1.0,B9,124.0
QN,5000000,1940.0,2500.0,2541.0,1848.0,0.0,2.0,2.0,2.0,40.7615453,-73.9066293,1.0,B3,85.0
QN,7800000,1955.0,2599.0,2024.0,2024.0,0.0,2.0,2.0,2.0,40.7611934,-73.9059512,1.0,B1,70.0
BK,4810000,1931.0,2000.0,4480.0,3360.0,1120.0,3.0,4.0,4.0,40.6499946,-74.0056399,4.0,S3,94.0
BK,9250000,1913.0,2000.0,5642.0,4000.0,1642.0,3.0,5.0,4.0,40.6498217,-74.0058164,4.0,S9,112.0
MN,5553614,1839.0,2462.0,5000.0,5000.0,0.0,15.0,15.0,4.0,40.7464184,-74.0038002,2.0,C5,186.0
MN,3019169,1855.0,2469.0,5000.0,5000.0,0.0,7.0,7.0,3.0,40.7464376,-74.0026598,2.0,C1,170.0
MN,6490270,1857.0,2173.0,6135.0,6135.0,0.0,10.0,10.0,4.0,40.7473131,-74.0040024,2.0,C1,168.0
SI,3095533,1960.0,4000.0,1904.0,1088.0,0.0,1.0,1.0,1.0,40.6091787,-74.1384795,1.0,A2,65.0
MN,4569739,1900.0,1397.0,4560.0,4560.0,0.0,6.0,6.0,3.5,40.7436325,-74.0017034,2.0,C2,125.0
MN,4980853,1920.0,1554.0,4218.0,4218.0,0.0,10.0,10.0,3.5,40.7447661,-74.0017034,2.0,C1,105.0
QN,5000000,1945.0,2000.0,1681.0,922.0,0.0,2.0,2.0,1.0,40.7631834,-73.9059844,1.0,B1,80.0
QN,4998287,1953.0,2250.0,2250.0,0.0,2250.0,0.0,1.0,1.0,40.7641535,-73.9041565,7.0,G2,72.0
BK,6405474,1910.0,2003.0,2280.0,1510.0,0.0,2.0,2.0,2.0,40.6495468,-74.0111752,1.0,B9,115.0
MN,6945147,1900.0,2172.0,5036.0,5036.0,0.0,10.0,10.0,4.0,40.7495913,-73.9964414,2.0,C5,125.0
MN,5236803,1900.0,2173.0,4450.0,4450.0,0.0,8.0,8.0,4.0,40.7495336,-73.9963042,2.0,C5,125.0
MN,8215703,1900.0,2189.0,7260.0,7260.0,0.0,18.0,18.0,5.0,40.7495007,-73.9962357,2.0,C1,125.0
BK,5400000,1901.0,2003.0,2080.0,1360.0,0.0,2.0,2.0,2.0,40.6471453,-74.0096216,1.0,B9,124.0
MN,4500000,1901.0,2075.0,7730.0,6730.0,1000.0,10.0,12.0,5.0,40.7425977,-73.9973764,4.0,C7,124.0
MN,4500000,1890.0,2106.0,6414.0,3502.0,2912.0,17.0,19.0,4.0,40.7425071,-73.997196,4.0,C7,135.0
MN,2600000,1910.0,2582.0,5250.0,5250.0,0.0,28.0,28.0,5.0,40.74338,-73.9985637,2.0,C5,115.0
QN,242500,1920.0,2500.0,1288.0,1288.0,0.0,1.0,1.0,2.0,40.7560207,-73.9144371,1.0,A1,105.0
BK,1325000,1910.0,1703.0,2040.0,2040.0,0.0,2.0,2.0,3.0,40.6506588,-74.0063859,1.0,B1,115.0
MN,1425000,1853.0,1980.0,6160.0,6160.0,0.0,5.0,5.0,5.0,40.7456718,-74.0028077,2.0,C6,172.0
BK,860000,1907.0,4007.0,14240.0,14240.0,0.0,16.0,16.0,4.0,40.6502471,-74.0057048,2.0,C6,118.0
SI,2986000,1901.0,4879.0,1100.0,1100.0,0.0,1.0,1.0,2.5,40.6101215,-74.1277847,1.0,A1,124.0
MN,2940000,1900.0,3292.0,9000.0,9000.0,0.0,6.0,6.0,5.0,40.7468959,-74.0037497,2.0,C6,125.0
MN,950000,1854.0,1234.0,3860.0,3860.0,0.0,8.0,8.0,5.0,40.7467121,-74.0033094,2.0,C6,171.0
SI,200000,1920.0,4840.0,866.0,866.0,0.0,1.0,1.0,1.5,40.6094656,-74.1276934,1.0,A1,105.0
QN,6300000,1930.0,2430.0,2310.0,1800.0,0.0,2.0,2.0,2.0,40.7629359,-73.9088582,1.0,B1,95.0
SI,5860000,1920.0,4880.0,866.0,866.0,0.0,1.0,1.0,1.5,40.6093559,-74.1276788,1.0,A2,105.0
QN,1850000,1928.0,3000.0,5250.0,5250.0,0.0,6.0,6.0,3.0,40.7624308,-73.9087903,2.0,C2,97.0
QN,1655000,1928.0,3000.0,5250.0,5250.0,0.0,6.0,6.0,3.0,40.7624308,-73.9087903,2.0,C2,97.0
QN,2330000,1928.0,3000.0,5250.0,5250.0,0.0,6.0,6.0,3.0,40.7624308,-73.9087903,2.0,C2,97.0
MN,2295000,1856.0,1648.0,4284.0,4284.0,0.0,4.0,4.0,4.75,40.7462976,-74.0023278,2.0,C6,169.0
MN,2379500,1854.0,2452.0,7244.0,7244.0,0.0,5.0,5.0,5.0,40.7468383,-74.00288,2.0,C6,171.0
MN,2900000,1856.0,2370.0,7244.0,7244.0,0.0,5.0,5.0,6.0,40.7470744,-74.0034394,2.0,C6,169.0
MN,1135000,1857.0,2172.0,6349.0,6349.0,0.0,10.0,10.0,5.0,40.7471375,-74.0035873,2.0,C6,168.0
MN,1135000,1857.0,2172.0,6349.0,6349.0,0.0,10.0,10.0,5.0,40.7471375,-74.0035873,2.0,C6,168.0
MN,275000,1857.0,2172.0,6349.0,6349.0,0.0,10.0,10.0,5.0,40.7471375,-74.0035873,2.0,C6,168.0
MN,550000,1857.0,2172.0,6349.0,6349.0,0.0,10.0,10.0,5.0,40.7471375,-74.0035873,2.0,C6,168.0
MN,650000,1857.0,2173.0,6135.0,6135.0,0.0,10.0,10.0,5.0,40.7471951,-74.0037245,2.0,C6,168.0
QN,640000,1928.0,3000.0,5250.0,5250.0,0.0,6.0,6.0,3.0,40.7600038,-73.9078732,2.0,C2,97.0
QN,570000,1928.0,3000.0,5250.0,5250.0,0.0,6.0,6.0,3.0,40.7600038,-73.9078732,2.0,C2,97.0
MN,406000,1900.0,3244.0,12475.0,11675.0,800.0,17.0,18.0,5.0,40.7419609,-74.0025189,2.0,C6,125.0
MN,1750000,1900.0,3244.0,12475.0,11675.0,800.0,17.0,18.0,5.0,40.7419609,-74.0025189,2.0,C6,125.0
MN,754000,1900.0,2300.0,8525.0,8525.0,0.0,15.0,15.0,5.0,40.7420378,-74.0025658,2.0,C6,125.0
BK,875000,1910.0,2003.0,3599.0,3599.0,0.0,4.0,4.0,2.0,40.6457074,-74.0033044,2.0,C3,115.0
BK,180762,1935.0,1803.0,1548.0,1548.0,0.0,2.0,2.0,2.0,40.6444201,-74.0005838,1.0,B9,90.0
MN,877500,1920.0,1748.0,6595.0,6595.0,0.0,8.0,8.0,5.0,40.7429737,-74.0011656,2.0,C6,105.0
MN,2650000,1910.0,2155.0,7589.0,7589.0,0.0,5.0,5.0,4.0,40.74324,-74.0017972,2.0,C6,115.0
BK,870000,1925.0,2404.0,2680.0,2680.0,0.0,2.0,2.0,2.0,40.6433634,-73.9994235,1.0,B9,100.0
MN,699000,1920.0,5757.0,21304.0,20522.0,782.0,35.0,36.0,4.0,40.7443379,-74.0024648,2.0,C6,105.0
MN,720000,1920.0,5757.0,21304.0,20522.0,782.0,35.0,36.0,4.0,40.7443379,-74.0024648,2.0,C6,105.0
MN,713000,1920.0,5757.0,21304.0,20522.0,782.0,35.0,36.0,4.0,40.7443379,-74.0024648,2.0,C6,105.0
QN,750000,1939.0,1620.0,1566.0,1248.0,0.0,1.0,1.0,2.0,40.7624181,-73.9065884,1.0,A5,86.0
QN,495000,1955.0,1800.0,1320.0,1320.0,0.0,1.0,1.0,2.0,40.7640176,-73.9057703,1.0,A5,70.0
QN,525000,1955.0,1800.0,1320.0,1320.0,0.0,1.0,1.0,2.0,40.7640176,-73.9057703,1.0,A5,70.0
QN,805000,1960.0,1942.0,1540.0,1120.0,0.0,1.0,1.0,2.0,40.7635592,-73.9056843,1.0,A5,65.0
QN,815000,1960.0,1942.0,1540.0,1120.0,0.0,1.0,1.0,2.0,40.7635592,-73.9056843,1.0,A5,65.0
QN,1790000,1960.0,1942.0,1540.0,1120.0,0.0,1.0,1.0,2.0,40.7635592,-73.9056843,1.0,A5,65.0
QN,855000,1960.0,1942.0,1540.0,1120.0,0.0,1.0,1.0,2.0,40.7635592,-73.9056843,1.0,A5,65.0
QN,350000,1940.0,4500.0,2375.0,0.0,2375.0,0.0,1.0,1.0,40.7620827,-73.9058813,10.0,G1,85.0
QN,550000,1955.0,2000.0,1520.0,1520.0,0.0,2.0,2.0,2.0,40.7626288,-73.9057614,1.0,B1,70.0
QN,625000,1955.0,2000.0,1520.0,1520.0,0.0,2.0,2.0,2.0,40.7626288,-73.9057614,1.0,B1,70.0
QN,650000,1955.0,2000.0,1520.0,1520.0,0.0,2.0,2.0,2.0,40.7628153,-73.9056095,1.0,B1,70.0
QN,625000,1955.0,2100.0,798.0,798.0,0.0,1.0,1.0,1.0,40.7628619,-73.9055698,1.0,A2,70.0
QN,400000,1955.0,2100.0,798.0,798.0,0.0,1.0,1.0,1.0,40.7628619,-73.9055698,1.0,A2,70.0
QN,1925000,1954.0,3294.0,3250.0,0.0,3250.0,0.0,1.0,1.0,40.7639121,-73.9042976,6.0,E1,71.0
BK,999000,1905.0,2000.0,4400.0,3300.0,1100.0,3.0,4.0,4.0,40.6502823,-74.0125123,4.0,S3,120.0
MN,2360000,1910.0,4444.0,13830.0,13830.0,0.0,11.0,11.0,4.0,40.7456224,-74.0007507,2.0,C6,115.0
QN,350000,1943.0,1795.0,2714.0,0.0,2714.0,0.0,1.0,1.0,40.766302,-73.9033194,5.0,O1,82.0
MN,810500,1921.0,4345.0,13004.0,13004.0,0.0,13.0,13.0,7.0,40.7502473,-73.9980077,2.0,C6,104.0
SI,1080000,1960.0,6200.0,2272.0,2272.0,0.0,1.0,1.0,2.0,40.603412,-74.1213184,1.0,A1,65.0
MN,1034000,1847.0,2173.0,6050.0,6050.0,0.0,6.0,6.0,4.0,40.7500579,-73.9975566,2.0,C6,178.0
BK,685000,1928.0,2003.0,5440.0,5440.0,0.0,4.0,4.0,4.0,40.6468543,-74.0097405,2.0,C3,97.0
MN,791134,1901.0,2581.0,9985.0,9985.0,0.0,17.0,17.0,5.0,40.7402866,-74.0002779,2.0,C6,124.0
MN,791134,1901.0,2581.0,9985.0,9985.0,0.0,17.0,17.0,5.0,40.7402866,-74.0002779,2.0,C6,124.0
MN,791134,1901.0,2581.0,9985.0,9985.0,0.0,17.0,17.0,5.0,40.7402866,-74.0002779,2.0,C6,124.0
MN,540000,1910.0,8200.0,31715.0,31715.0,0.0,51.0,51.0,5.0,40.740605,-73.9998665,2.0,C6,115.0
MN,712500,1910.0,2100.0,7310.0,7310.0,0.0,10.0,10.0,5.0,40.7434651,-73.99869,2.0,C6,115.0
MN,715000,1900.0,7360.0,22000.0,22000.0,0.0,35.0,35.0,5.0,40.7435721,-73.998921,2.0,C6,125.0
MN,1025000,1905.0,2469.0,5054.0,5054.0,0.0,6.0,6.0,4.0,40.7432153,-73.9969614,2.0,C6,120.0
MN,365000,1920.0,2469.0,9700.0,9700.0,0.0,20.0,20.0,5.0,40.7442254,-73.9985998,2.0,C6,105.0
BK,530000,1970.0,2771.0,2720.0,0.0,2720.0,0.0,1.0,1.0,40.6497769,-74.0155069,6.0,F4,55.0
BK,730000,1970.0,2771.0,2720.0,0.0,2720.0,0.0,1.0,1.0,40.6497769,-74.0155069,6.0,F4,55.0
BK,790000,1970.0,2771.0,2720.0,0.0,2720.0,0.0,1.0,1.0,40.6497769,-74.0155069,6.0,F4,55.0
QN,750000,1993.0,8000.0,10560.0,0.0,10560.0,0.0,1.0,1.5,40.7784741,-73.8960876,6.0,E1,32.0
QN,590000,2009.0,10001.0,16234.0,0.0,6234.0,0.0,3.0,2.0,40.7788278,-73.8956537,6.0,E2,16.0
QN,382000,2009.0,10001.0,16234.0,0.0,6234.0,0.0,3.0,2.0,40.7788278,-73.8956537,6.0,E2,16.0
MN,1550000,2003.0,12125.0,95656.0,91431.0,4225.0,107.0,110.0,15.0,40.7478099,-74.0051862,3.0,D4,22.0
MN,1700000,2003.0,12125.0,95656.0,91431.0,4225.0,107.0,110.0,15.0,40.7478099,-74.0051862,3.0,D4,22.0
MN,720000,2003.0,12125.0,95656.0,91431.0,4225.0,107.0,110.0,15.0,40.7478099,-74.0051862,3.0,D4,22.0
MN,785000,2003.0,12125.0,95656.0,91431.0,4225.0,107.0,110.0,15.0,40.7478099,-74.0051862,3.0,D4,22.0
MN,695000,2003.0,12125.0,95656.0,91431.0,4225.0,107.0,110.0,15.0,40.7478099,-74.0051862,3.0,D4,22.0
QN,780000,1948.0,12500.0,27600.0,18600.0,9000.0,23.0,24.0,4.0,40.7668052,-73.907871,4.0,C7,77.0
MN,479534,1845.0,2300.0,6680.0,6680.0,0.0,19.0,19.0,5.0,40.7454192,-74.0051535,3.0,D4,180.0
MN,865000,1920.0,9381.0,36575.0,31871.0,4704.0,44.0,46.0,6.0,40.7464596,-74.0019813,3.0,D4,105.0
MN,449000,1920.0,9381.0,36575.0,31871.0,4704.0,44.0,46.0,6.0,40.7464596,-74.0019813,3.0,D4,105.0
MN,427000,1920.0,9381.0,36575.0,31871.0,4704.0,44.0,46.0,6.0,40.7464596,-74.0019813,3.0,D4,105.0
MN,1360000,1856.0,2485.0,9463.0,9463.0,0.0,10.0,10.0,5.0,40.7467066,-74.002566,3.0,D4,169.0
QN,715000,1930.0,1750.0,2516.0,1887.0,0.0,3.0,3.0,4.0,40.755324,-73.9150047,2.0,C0,95.0
QN,649000,1930.0,2200.0,2664.0,1998.0,0.0,3.0,3.0,3.0,40.7554227,-73.9149252,2.0,C0,95.0
BK,765000,1931.0,2504.0,3750.0,3750.0,0.0,4.0,4.0,2.0,40.6436516,-73.9993154,2.0,C3,94.0
SI,870604,1970.0,6300.0,2120.0,2120.0,0.0,1.0,1.0,2.0,40.6096299,-74.1398922,1.0,A2,55.0
SI,760000,1970.0,6300.0,2120.0,2120.0,0.0,1.0,1.0,2.0,40.6096299,-74.1398922,1.0,A2,55.0
SI,725000,1970.0,6300.0,2120.0,2120.0,0.0,1.0,1.0,2.0,40.6096299,-74.1398922,1.0,A2,55.0
SI,950000,1970.0,6300.0,2120.0,2120.0,0.0,1.0,1.0,2.0,40.6096299,-74.1398922,1.0,A2,55.0
QN,1530000,1915.0,2500.0,2835.0,1890.0,0.0,2.0,2.0,2.0,40.7657072,-73.904378,1.0,B1,110.0
SI,174681,2019.0,5929.0,1799.0,0.0,1799.0,0.0,1.0,2.0,40.6107297,-74.1427723,5.0,O7,6.0
SI,117111,2019.0,5929.0,1799.0,0.0,1799.0,0.0,1.0,2.0,40.6107297,-74.1427723,5.0,O7,6.0
SI,156441,2019.0,5929.0,1799.0,0.0,1799.0,0.0,1.0,2.0,40.6107297,-74.1427723,5.0,O7,6.0
SI,156148,2019.0,5929.0,1799.0,0.0,1799.0,0.0,1.0,2.0,40.6107297,-74.1427723,5.0,O7,6.0
SI,157025,2019.0,5929.0,1799.0,0.0,1799.0,0.0,1.0,2.0,40.6107297,-74.1427723,5.0,O7,6.0
SI,1215000,1960.0,4200.0,1488.0,1488.0,0.0,2.0,2.0,1.0,40.6099449,-74.1425941,1.0,B2,65.0
QN,154988,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
QN,194820,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
QN,98140,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
QN,197376,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
QN,117769,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
QN,117111,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
QN,118207,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
QN,193735,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
QN,197011,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
QN,135863,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
QN,195186,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
QN,154988,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
QN,97775,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
QN,234223,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
QN,117459,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
QN,117111,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
QN,137397,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
QN,177639,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
QN,97045,1968.0,9783.0,1740.0,0.0,1740.0,0.0,1.0,1.0,40.7533284,-73.9111778,7.0,G4,57.0
BK,157609,1933.0,1840.0,4120.0,2760.0,1360.0,2.0,3.0,3.0,40.6459543,-74.0054593,4.0,S2,92.0
BK,137652,1933.0,1840.0,4120.0,2760.0,1360.0,2.0,3.0,3.0,40.6459543,-74.0054593,4.0,S2,92.0
BK,177310,1933.0,1840.0,4120.0,2760.0,1360.0,2.0,3.0,3.0,40.6459543,-74.0054593,4.0,S2,92.0
BK,117549,1933.0,1840.0,4120.0,2760.0,1360.0,2.0,3.0,3.0,40.6459543,-74.0054593,4.0,S2,92.0
BK,136630,1933.0,1840.0,4120.0,2760.0,1360.0,2.0,3.0,3.0,40.6459543,-74.0054593,4.0,S2,92.0
BK,156148,1933.0,1840.0,4120.0,2760.0,1360.0,2.0,3.0,3.0,40.6459543,-74.0054593,4.0,S2,92.0
BK,136630,1933.0,1840.0,4120.0,2760.0,1360.0,2.0,3.0,3.0,40.6459543,-74.0054593,4.0,S2,92.0
BK,135615,1933.0,1840.0,4120.0,2760.0,1360.0,2.0,3.0,3.0,40.6459543,-74.0054593,4.0,S2,92.0
BK,194455,1933.0,1840.0,4120.0,2760.0,1360.0,2.0,3.0,3.0,40.6459543,-74.0054593,4.0,S2,92.0
SI,155272,1955.0,4000.0,780.0,780.0,0.0,1.0,1.0,1.5,40.6086471,-74.142224,1.0,A2,70.0
SI,135863,1955.0,4000.0,780.0,780.0,0.0,1.0,1.0,1.5,40.6086471,-74.142224,1.0,A2,70.0
SI,135615,1955.0,4000.0,780.0,780.0,0.0,1.0,1.0,1.5,40.6086471,-74.142224,1.0,A2,70.0
SI,155272,1955.0,4000.0,780.0,780.0,0.0,1.0,1.0,1.5,40.6086471,-74.142224,1.0,A2,70.0
SI,137141,1955.0,4000.0,780.0,780.0,0.0,1.0,1.0,1.5,40.6086471,-74.142224,1.0,A2,70.0
SI,117549,1955.0,4000.0,780.0,780.0,0.0,1.0,1.0,1.5,40.6086471,-74.142224,1.0,A2,70.0
MN,136374,1963.0,84550.0,398907.0,394422.0,4485.0,560.0,567.0,22.0,40.7497972,-73.9987115,3.0,D4,62.0
MN,175996,1963.0,84550.0,398907.0,394422.0,4485.0,560.0,567.0,22.0,40.7497972,-73.9987115,3.0,D4,62.0
MN,194820,1963.0,84550.0,398907.0,394422.0,4485.0,560.0,567.0,22.0,40.7497972,-73.9987115,3.0,D4,62.0
MN,116454,1963.0,84550.0,398907.0,394422.0,4485.0,560.0,567.0,22.0,40.7497972,-73.9987115,3.0,D4,62.0
MN,97410,1963.0,84550.0,398907.0,394422.0,4485.0,560.0,567.0,22.0,40.7497972,-73.9987115,3.0,D4,62.0
MN,116454,1963.0,84550.0,398907.0,394422.0,4485.0,560.0,567.0,22.0,40.7497972,-73.9987115,3.0,D4,62.0
MN,179010,1963.0,84550.0,398907.0,394422.0,4485.0,560.0,567.0,22.0,40.7497972,-73.9987115,3.0,D4,62.0
MN,154988,1963.0,84550.0,398907.0,394422.0,4485.0,560.0,567.0,22.0,40.7497972,-73.9987115,3.0,D4,62.0
BK,1218750,1910.0,2003.0,3096.0,3096.0,0.0,3.0,3.0,3.0,40.6485229,-74.0125083,2.0,C0,115.0
